filename,correction / note,framestart,framestop,frameoffset,class,handnum,relocatable?,bodytouch?,handtohandtouch?,mouth,WordNetEntries,SpreadTheSignExample,SignDictExample,fps,videolink_body,videolink_face,annotation_name
KURSWAGEN,Aufgenommen 21.06.22,244.0,294.0,,,2.0,yes,no,yes,<kurswagen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KURSWAGEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KURSWAGEN_trimmed.mp4,KURSWAGEN
LAND,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",221.0,235.0,,,2.0,yes,no,yes,<land>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LAND.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LAND_trimmed.mp4,LAND
LANGE,Aufgenommen (Sept 2021),272.0,320.0,,,1.0,no,yes,no,<lang>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LANGE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LANGE_trimmed.mp4,LANGE
LANGSAM,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",186.0,240.0,,,2.0,no,no,no,<langsam>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LANGSAM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LANGSAM_trimmed.mp4,LANGSAM
LAWINE,Aufgenommen (Sept 2021),208.0,255.0,,,2.0,yes,no,no,<lawine>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LAWINE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LAWINE_trimmed.mp4,LAWINE
LEIPZIG,Aufgenommen 21.06.22,213.0,246.0,,Ort,1.0,no,yes,no,<leipzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LEIPZIG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LEIPZIG_trimmed.mp4,LEIPZIG
LEITUNG,Aufgenommen 29.09.22,213.0,244.0,,,2.0,no,no,no,<leitung>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LEITUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LEITUNG_trimmed.mp4,LEITUNG
LETZTE,Aufgenommen 21.06.22,228.0,242.0,,,2.0,no,no,yes,<letzte>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LETZTE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LETZTE_trimmed.mp4,LETZTE
LEVERKUSEN,"Mundbild zu früh und Gebärde nicht gleichzeitig beendet, wiederholen!!!",233.0,281.0,,Ort,1.0,no,no,no,<leverkusen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LEVERKUSEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LEVERKUSEN_trimmed.mp4,LEVERKUSEN
LOESEN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",229.0,248.0,,,2.0,yes,no,yes,<loesung>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LOESEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LOESEN_trimmed.mp4,LOESEN
LUTHER,"Aufgenommen 21.06.22 - UNKLAR, es gibt verschiedene Gebärde für Luther --> Umfrage!",202.0,234.0,,Ort,2.0,no,no,no,<luther>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=LUTHER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_LUTHER_trimmed.mp4,LUTHER
MAGDEBURG,Aufgenommen (Feb 2023),169.0,230.0,,Ort,2.0,no,no,yes,<magdeburg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MAGDEBURG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MAGDEBURG_trimmed.mp4,MAGDEBURG
MAINZ,ok,165.0,195.0,,Ort,1.0,no,yes,no,<mainz>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MAINZ.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MAINZ_trimmed.mp4,MAINZ
MANNHEIM,"Aufgenommen 21.06.22
nochmal aufgenommen (Feb 2023)",174.0,214.0,,Ort,1.0,no,no,no,<mannheim>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MANNHEIM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MANNHEIM_trimmed.mp4,MANNHEIM
MASSE,Aufgenommen am 30.03.22,195.0,225.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MASSE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MASSE_trimmed.mp4,MASSE
MEHR,Aufgenommen am 30.03.22,224.0,236.0,,,2.0,yes,no,no,<mehr>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MEHR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MEHR_trimmed.mp4,MEHR
MESSE,Aufgenommen (Feb 2023),199.0,230.0,,Ort,1.0,no,yes,no,<messe>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MESSE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MESSE_trimmed.mp4,MESSE
MINUS,Aufgenommen 21.06.22,195.0,222.0,,,1.0,no,no,no,<minus>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MINUS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MINUS_trimmed.mp4,MINUS
MINUTE,"Aufgenommen am 01.07.21 (2-silben)
Mundbild viel zu früh vor dem Gebärde, wiederholen!!!",263.0,300.0,,,1.0,no,yes,no,<minute>,"{15259561} S: (n) minute (minute%1:28:00::), min (min%1:28:00::) (a unit of time equal to 60 seconds or 1/60th of an hour) ""he ran a 4 minute mile""",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MINUTE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MINUTE_trimmed.mp4,MINUTE
MIT,Aufgenommen (Sept 2021),231.0,245.0,,,1.0,yes,no,no,<mit>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MIT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MIT_trimmed.mp4,MIT
MITTE,Aufgenommen 29.09.22,196.0,213.0,,,2.0,no,no,yes,<mitte>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MITTE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MITTE_trimmed.mp4,MITTE
MOEGLICH,Aufgenommen 21.06.22,203.0,234.0,,,2.0,yes,no,no,<möglich>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MOEGLICH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MOEGLICH_trimmed.mp4,MOEGLICH
MUENCHEN,Aufgenommen 21.06.22,212.0,246.0,,Ort,1.0,no,yes,no,<münchen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MUENCHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MUENCHEN_trimmed.mp4,MUENCHEN
MUENSTER,Aufgenommen (Feb 2023),180.0,209.0,,Ort,1.0,no,yes,no,<münster>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MUENSTER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MUENSTER_trimmed.mp4,MUENSTER
MUSS,Aufgenommen (Sept 2021),229.0,248.0,,,1.0,no,no,no,<muss>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=MUSS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_MUSS_trimmed.mp4,MUSS
NAECHSTE,Aufgenommen 29.09.22,196.0,216.0,,,1.0,yes,no,no,<nächste>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NAECHSTE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NAECHSTE_trimmed.mp4,NAECHSTE
NAH,Aufgenommen (Dez 2021),209.0,233.0,,,2.0,no,no,yes,<nah>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NAH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NAH_trimmed.mp4,NAH
NEBEN,Aufgenommen (Sept 2021),260.0,297.0,,,1.0,yes,no,no,<neben>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NEBEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NEBEN_trimmed.mp4,NEBEN
NEU,"Aufgenommen, aber Berührungspunkt fehlt! 
Judith informieren!!!
Wiederholen (Feb 2023)!!!",244.0,259.0,,,2.0,yes,no,yes,<neu>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NEU.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NEU_trimmed.mp4,NEU
NICHT,Neu aufgenommen am 22.06.22,210.0,262.0,,,2.0,no,no,yes,gest,"{00024432} S: (adv) not (not%4:02:00::), non (non%4:02:00::) (negation of a word or group of words) ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NICHT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NICHT_trimmed.mp4,NICHT
NICHT-MEHR,Aufgenommen 29.09.22,183.0,233.0,,,2.0,no,no,yes,<nicht mehr>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NICHT-MEHR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NICHT-MEHR_trimmed.mp4,NICHT-MEHR
NICHT2,Aufgenommen 29.09.22,187.0,217.0,,,2.0,no,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NICHT2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NICHT2_trimmed.mp4,NICHT2
NICHT3,Aufgenommen 29.09.22,200.0,218.0,,,1.0,no,no,no,<nicht>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NICHT3.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NICHT3_trimmed.mp4,NICHT3
NOCH,Aufgenommen 29.09.22,170.0,194.0,,,1.0,no,no,no,<noch>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NOCH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NOCH_trimmed.mp4,NOCH
NOCH-NICHT,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",169.0,218.0,,,1.0,no,no,no,<noch nicht>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NOCH-NICHT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NOCH-NICHT_trimmed.mp4,NOCH-NICHT
NOCHMAL,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",224.0,253.0,,,1.0,no,no,no,<nochmal>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NOCHMAL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NOCHMAL_trimmed.mp4,NOCHMAL
NORD,Aufgenommen 21.06.22,193.0,217.0,,,1.0,no,no,no,<nord>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NORD.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NORD_trimmed.mp4,NORD
NORMAL,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",201.0,246.0,,,2.0,no,no,no,<normal>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NORMAL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NORMAL_trimmed.mp4,NORMAL
NOT,Aufgenommen (Sept 2021),268.0,296.0,,,1.0,no,no,no,<not>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NOT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NOT_trimmed.mp4,NOT
NUERNBERG,"Aufgenommen (Dez 2021)
Wiederholen (Feb 2023)!!!",171.0,206.0,,Ort,2.0,no,no,yes,<nuernberg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NUERNBERG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NUERNBERG_trimmed.mp4,NUERNBERG
NUMMER,Aufgenommen (Dez 2021),221.0,251.0,,,2.0,no,no,yes,<nummer>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NUMMER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NUMMER_trimmed.mp4,NUMMER
NUR,Aufgenommen (Dez 2021),215.0,235.0,,,1.0,no,yes,no,<nur>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=NUR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_NUR_trimmed.mp4,NUR
OBERLEITUNG,"Aufgenommen (Sept 2021)
Mundbild viel zu früh vor dem Gebärde, wiederholen!!!",251.0,312.0,,,2.0,yes,no,yes,<oberleitung>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=OBERLEITUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_OBERLEITUNG_trimmed.mp4,OBERLEITUNG
ODER,Aufgenommen 29.09.22,174.0,200.0,,,2.0,no,no,no,<oder>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ODER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ODER_trimmed.mp4,ODER
OEFFENTLICH,Aufgenommen 29.09.22,185.0,222.0,,,2.0,no,no,yes,<öffentlich>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=OEFFENTLICH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_OEFFENTLICH_trimmed.mp4,OEFFENTLICH
OHNE,Aufgenommen 29.09.22,207.0,223.0,,,2.0,no,no,yes,<ohne>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=OHNE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_OHNE_trimmed.mp4,OHNE
OK,Aufgenommen 29.09.22,200.0,231.0,,,1.0,no,no,no,<ok>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=OK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_OK_trimmed.mp4,OK
ORGANISIEREN,Aufgenommen 29.09.22,203.0,255.0,,,2.0,yes,no,no,<organisieren>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ORGANISIEREN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ORGANISIEREN_trimmed.mp4,ORGANISIEREN
ORT,Aufgenommen 29.09.22,193.0,218.0,,,2.0,yes,no,yes,<ort>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ORT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ORT_trimmed.mp4,ORT
OST,Aufgenommen 21.06.22,189.0,200.0,,,1.0,no,no,no,<ost>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=OST.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_OST_trimmed.mp4,OST
PARKEN,ok,179.0,199.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PARKEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PARKEN_trimmed.mp4,PARKEN
PASING,"München-Pasing (Bahnhof)
Aufgenommen (Feb 2023)",195.0,215.0,,Ort,1.0,no,yes,no,<pasing>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PASING.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PASING_trimmed.mp4,PASING
PASS,Aufgenommen (Sept 2021),222.0,235.0,,,2.0,no,no,no,<pass>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PASS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PASS_trimmed.mp4,PASS
PASSAU,Aufgenommen (Dez 2021),221.0,260.0,,Ort,2.0,no,no,yes,<passau>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PASSAU.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PASSAU_trimmed.mp4,PASSAU
PASSEN,Aufgenommen 29.09.22,212.0,232.0,,,2.0,no,no,yes,<passt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PASSEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PASSEN_trimmed.mp4,PASSEN
PERSON,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",145.0,177.0,,,1.0,yes,no,no,<person>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PERSON.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PERSON_trimmed.mp4,PERSON
PERSON(-plural),"Neu aufgenommen am 30.03.22, Video da
---
Wenn, neue Referenzvideo da ist, dann alle Annotationsdaten überprüfen!!! 
Alte Gebärde vom September 2021 aufgenommen.
---
Glosse umbenant von PERSONEN zu PERSON(-plural) Bitte nochmal prüfen!",193.0,222.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PERSON(-plural).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PERSON(-plural)_trimmed.mp4,PERSON(-plural)
PLAKAT,Aufgenommen 29.09.22,190.0,235.0,,,2.0,yes,no,no,<plakat>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PLAKAT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PLAKAT_trimmed.mp4,PLAKAT
PLAN,"Aufgenommen (Dez 2021)
Wiederholen (Feb 2023)!!!",199.0,239.0,,,2.0,no,no,no,<plan>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PLAN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PLAN_trimmed.mp4,PLAN
PLANEN,Neu aufgenommen am 22.06.22,210.0,238.0,,,2.0,no,no,yes,<plan>,"{05907175} S: (n) plan (plan%1:09:00::), program (program%1:09:00::), programme (programme%1:09:00::) (a series of steps to be carried out or goals to be accomplished) ""they drew up a six-step plan""; ""they discussed plans for a new bond issue""",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PLANEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PLANEN_trimmed.mp4,PLANEN
