filename,correction / note,framestart,framestop,frameoffset,class,handnum,relocatable?,bodytouch?,handtohandtouch?,mouth,WordNetEntries,SpreadTheSignExample,SignDictExample,fps,videolink_body,videolink_face,annotation_name
DURCHFAHREN2,Aufgenommen (Sept 2021),216.0,248.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=DURCHFAHREN2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_DURCHFAHREN2_trimmed.mp4,DURCHFAHREN2
DURCHFAHREN2(-rueckwaerts),Aufgenommen am 30.03.22,200.0,252.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=DURCHFAHREN2(-rueckwaerts).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_DURCHFAHREN2(-rueckwaerts)_trimmed.mp4,DURCHFAHREN2(-rueckwaerts)
DURCHFAHREN2(-von-vorne),"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",242.0,275.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=DURCHFAHREN2(-von-vorne).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_DURCHFAHREN2(-von-vorne)_trimmed.mp4,DURCHFAHREN2(-von-vorne)
EBEN,Aufgenommen (Sept 2021),306.0,332.0,,,1.0,no,yes,no,<eben>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EBEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EBEN_trimmed.mp4,EBEN
ECHT,Aufgenommen am 30.03.22,226.0,237.0,,,2.0,no,no,no,<echt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ECHT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ECHT_trimmed.mp4,ECHT
EGAL,"Aufgenommen am 30.03.22
Wiederholen (Feb 2023)!!!",163.0,203.0,,,2.0,no,no,no,<egal>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EGAL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EGAL_trimmed.mp4,EGAL
EIGENTLICH,"MB zu spät
Wiederholen (Feb 2023)!!!",155.0,197.0,,,1.0,no,yes,no,<eigentlich>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EIGENTLICH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EIGENTLICH_trimmed.mp4,EIGENTLICH
EINFLUSS,Aufgenommen (Sept 2021),264.0,297.0,,,2.0,yes,no,no,<einfluss>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EINFLUSS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EINFLUSS_trimmed.mp4,EINFLUSS
EINSATZ,Aufgenommen (Sept 2021),205.0,247.0,,,2.0,yes,no,yes,<einsatz>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EINSATZ.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EINSATZ_trimmed.mp4,EINSATZ
EINSCHRAENKEN,"Aufgenommen am 30.03.22, MB: Einschränkung
Wiederholen (Feb 2023)!!!",150.0,190.0,,,2.0,yes,no,no,<einschränkung>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EINSCHRAENKEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EINSCHRAENKEN_trimmed.mp4,EINSCHRAENKEN
EINSTEIGEN,"Neu aufgenommen am 30.03.22, Video da!!!
---
Wenn, neue Referenzvideo da ist, dann alle Annotationsdaten überprüfen!!! Siehe Satz 40.
Alte Gebärde vom Juli 2021 aufgenommen.",198.0,249.0,,,1.0,yes,no,no,<einsteigen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EINSTEIGEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EINSTEIGEN_trimmed.mp4,EINSTEIGEN
EINTRAGEN(-plural),"Aufgenommen 29.09.22, ohne Augenblinzeln !!!
Wiederholen (Feb 2023)!!!",184.0,235.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EINTRAGEN(-plural).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EINTRAGEN(-plural)_trimmed.mp4,EINTRAGEN(-plural)
EIS,Aufgenommen (Sept 2021),222.0,245.0,,,2.0,no,no,yes,<eis>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EIS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EIS_trimmed.mp4,EIS
EISENACH,Aufgenommen (Dez 2021),235.0,269.0,,Ort,2.0,no,no,yes,<eisenach>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EISENACH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EISENACH_trimmed.mp4,EISENACH
EMPFEHLEN,Aufgenommen (Dez 2021),224.0,255.0,,,1.0,yes,yes,no,<empfehlen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EMPFEHLEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EMPFEHLEN_trimmed.mp4,EMPFEHLEN
ENDE,Aufgenommen (Dez 2021),244.0,254.0,,,2.0,yes,no,yes,<end>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ENDE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ENDE_trimmed.mp4,ENDE
ENDE2,Aufgenommen (Dez 2021),243.0,254.0,,,2.0,no,no,yes,<end>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ENDE2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ENDE2_trimmed.mp4,ENDE2
ENTKOPPELN,Aufgenommen 21.06.22,212.0,240.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ENTKOPPELN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ENTKOPPELN_trimmed.mp4,ENTKOPPELN
ENTSCHEIDUNG,"Aufgenommen am 30.03.22
Wiederholen (Feb 2023)!!!",236.0,294.0,,,2.0,yes,no,yes,<entscheidung>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ENTSCHEIDUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ENTSCHEIDUNG_trimmed.mp4,ENTSCHEIDUNG
ENTSCHULDIGUNG,Neu aufgenommen am 22.06.22,220.0,257.0,,,2.0,no,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ENTSCHULDIGUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ENTSCHULDIGUNG_trimmed.mp4,ENTSCHULDIGUNG
ENTSTEHEN,Aufgenommen 29.09.22,204.0,227.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ENTSTEHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ENTSTEHEN_trimmed.mp4,ENTSTEHEN
ENTSTEHEN(-plural),Aufgenommen 29.09.22,224.0,296.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ENTSTEHEN(-plural).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ENTSTEHEN(-plural)_trimmed.mp4,ENTSTEHEN(-plural)
ERDE,Aufgenommen (Sept 2021),209.0,247.0,,,1.0,no,no,no,<erd>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ERDE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ERDE_trimmed.mp4,ERDE
ERFOLG,Aufgenommen (Sept 2021),274.0,306.0,,,1.0,no,no,no,<erfolg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ERFOLG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ERFOLG_trimmed.mp4,ERFOLG
ERFURT,"Neu aufgenommen am 22.06.22, 
Gebärde bitte nicht so tief, dann wie ""SCHLECHT"".
Wiederholen (Feb 2023)!!!",178.0,210.0,,Ort,1.0,no,no,no,<erfurt>,none,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ERFURT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ERFURT_trimmed.mp4,ERFURT
ERLAUBEN,Aufgenommen (Dez 2021),222.0,250.0,,,2.0,yes,yes, no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ERLAUBEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ERLAUBEN_trimmed.mp4,ERLAUBEN
ERSATZ,"Aufgenommen (Dez 2021)
Wiederholen (Feb 2023)!!!",199.0,221.0,,,2.0,yes,no,yes,<ersatz>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ERSATZ.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ERSATZ_trimmed.mp4,ERSATZ
ERWEITERN(-wagen),Aufgenommen 21.06.22,226.0,255.0,,,2.0,no,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ERWEITERN(-wagen).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ERWEITERN(-wagen)_trimmed.mp4,ERWEITERN(-wagen)
ESSEN,Aufgenommen (Dez 2021),214.0,240.0,,Ort,1.0,no,yes,no,<essen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ESSEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ESSEN_trimmed.mp4,ESSEN
ESSEN2,Aufgenommen (Dez 2021),343.0,365.0,,,1.0,no,yes,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ESSEN2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ESSEN2_trimmed.mp4,ESSEN2
EURO,Aufgenommen 21.06.22,182.0,204.0,,,1.0,no,no,no,<euro>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EURO.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EURO_trimmed.mp4,EURO
EXAKT,Aufgenommen (Sept 2021),229.0,241.0,,,2.0,no,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EXAKT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EXAKT_trimmed.mp4,EXAKT
EXTRA,Aufgenommen 29.09.22,208.0,240.0,,,2.0,no,no,yes,<extra>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=EXTRA.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_EXTRA_trimmed.mp4,EXTRA
FAHRRAD,Aufgenommen 21.06.22,195.0,234.0,,,2.0,no,no,no,<fahrrad>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FAHRRAD.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FAHRRAD_trimmed.mp4,FAHRRAD
FEHLEN,Aufgenommen 21.06.22,207.0,236.0,,,1.0,no,no,no,<fehlt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FEHLEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FEHLEN_trimmed.mp4,FEHLEN
FERTIG,Aufgenommen (Dez 2021),232.0,256.0,,,2.0,no,no,yes,<fertig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FERTIG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FERTIG_trimmed.mp4,FERTIG
FEUER,Aufgenommen (Dez 2021),234.0,270.0,,,2.0,yes,no,yes,<feuer>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FEUER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FEUER_trimmed.mp4,FEUER
FEUERWEHR,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",182.0,248.0,,,2.0,no,no,no,<feuerwehr>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FEUERWEHR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FEUERWEHR_trimmed.mp4,FEUERWEHR
FILM,"Aufgenommen 21.06.22
Wiederholen (Feb 2023)!!!",186.0,233.0,,,1.0,no,no,no,<film>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FILM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FILM_trimmed.mp4,FILM
FINDEN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",158.0,173.0,,,1.0,yes,no,no,<finden,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FINDEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FINDEN_trimmed.mp4,FINDEN
FLIEGEN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",173.0,217.0,,,1.0,yes,no,no,<fliegen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FLIEGEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FLIEGEN_trimmed.mp4,FLIEGEN
FLUECHTEN,Aufgenommen (Sept 2021),212.0,230.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FLUECHTEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FLUECHTEN_trimmed.mp4,FLUECHTEN
FLUGHAFEN,Aufgenommen (Feb 2023),182.0,231.0,,Ort,1.0,no,no,no,<flughafen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FLUGHAFEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FLUGHAFEN_trimmed.mp4,FLUGHAFEN
FLUSS,Aufgenommen (Dez 2021),215.0,252.0,,,1.0,yes,no,no,<fluss>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FLUSS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FLUSS_trimmed.mp4,FLUSS
FOLGEN,"Aufgenommen (Dez 2021)
Wiederholen (Feb 2023)!!!",156.0,175.0,,,2.0,yes,no,yes,<folg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FOLGEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FOLGEN_trimmed.mp4,FOLGEN
FORT,Aufgenommen (Dez 2021),220.0,237.0,,,1.0,yes,no,no,<weg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FORT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FORT_trimmed.mp4,FORT
FORTAN,Aufgenommen (Sept 2021),267.0,292.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FORTAN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FORTAN_trimmed.mp4,FORTAN
FRAGEN,Aufgenommen 29.09.22,200.0,225.0,,,1.0,yes,yes,no,<frag>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FRAGEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FRAGEN_trimmed.mp4,FRAGEN
FRANKFURT,Aufgenommen (Feb 2023),141.0,201.0,,Ort,2.0,no,no,no,<frankfurt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FRANKFURT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FRANKFURT_trimmed.mp4,FRANKFURT
FREI,Aufgenommen am 30.03.22,177.0,194.0,,,2.0,no,yes,no,<frei>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FREI.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FREI_trimmed.mp4,FREI
FREIBURG,Aufgenommen (Feb 2023),163.0,209.0,,Ort,2.0,no,no,yes,<freiburg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FREIBURG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FREIBURG_trimmed.mp4,FREIBURG
FRUEHER,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",179.0,223.0,,,1.0,no,no,no,<frueher>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FRUEHER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FRUEHER_trimmed.mp4,FRUEHER
FUER,Aufgenommen (Dez 2021),201.0,217.0,,,1.0,yes,no,no,<fuer>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FUER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FUER_trimmed.mp4,FUER
FULDA,Aufgenommen (Sept 2021),210.0,253.0,,Ort,1.0,no,no,no,<fulda>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=FULDA.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_FULDA_trimmed.mp4,FULDA
GEBAERDEN,Aufgenommen (Sept 2021),219.0,252.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GEBAERDEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GEBAERDEN_trimmed.mp4,GEBAERDEN
GEGENSTAND,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",161.0,205.0,,,1.0,no,yes,no,<gegenstand>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GEGENSTAND.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GEGENSTAND_trimmed.mp4,GEGENSTAND
GEHEN,Aufgenommen 21.06.22,218.0,238.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GEHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GEHEN_trimmed.mp4,GEHEN
GENAU,Aufgenommen 29.09.22,247.0,272.0,,,2.0,no,no,no,<genau>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GENAU.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GENAU_trimmed.mp4,GENAU
GESCHLOSSEN,Aufgenommen (Dez 2021),218.0,225.0,,,1.0,yes,no,no,<zu>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GESCHLOSSEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GESCHLOSSEN_trimmed.mp4,GESCHLOSSEN
